key,value
40313,69005
19814,52405
21321,96925
1467,96235
49019,80688
13926,76551
49784,77914
25845,71928
33922,82517
2472,50250
14756,64180
46571,77624
18589,58979
2150,54282
34841,68860
16157,83473
13321,88103
22079,73031
12679,91709
41973,54729
11861,85638
42525,75286
6651,98086
45404,63238
24341,98811
11492,63556
10965,73215
28851,81838
45109,83140
12795,71473
12513,87949
9833,61968
14848,66534
26468,86127
21462,98524
39687,57122
23694,50966
36442,53842
4551,86807
12263,56959
14727,56215
32727,67488
42369,88737
47949,65728
37514,76325
40841,65437
18291,70737
30050,81947
16083,84800
45754,51007
33155,79710
27591,67019
9040,53118
9074,97038
43008,91940
14697,85813
13588,70807
47473,58014
9902,81102
8106,84273
43845,67062
28250,98002
21742,58542
1587,77482
7666,94924
48697,87636
9151,63186
43548,51949
47360,73994
17954,55196
2338,66742
22531,85081
41286,56047
48990,83889
21784,68959
9163,67022
31894,92021
20836,72539
14676,70261
5541,73472
34790,75485
6187,94805
44011,94239
10937,66449
10769,69907
13219,98488
31961,85594
15597,90345
44213,76649
30704,81953
26921,89275
40041,74930
23521,55599
9481,63936
31156,78113
48480,99611
12961,94058
15204,68903
16016,63318
48565,82128
10340,65604
27107,68468
4096,60915
4895,74329
4930,53863
7025,95057
3336,97863
32554,62579
48096,92938
40584,53107
39229,67194
42227,94771
46627,57354
40333,79152
34429,92433
35223,74528
16217,70420
5042,90117
35496,68303
11539,70704
21394,63233
42717,77311
4387,81442
49406,52992
9097,63095
5031,98674
29301,59599
24572,77336
25602,69961
18213,69978
11239,80675
40362,51521
42401,68368
41437,74461
5313,79576
14408,66989
13249,60412
26308,69632
25069,71904
46098,54104
34399,81786
41070,65690
22379,93060
37118,64776
9543,76415
20915,86180
27108,70338
43431,80696
28344,96690
41612,61165
31831,55659
6365,99098
30608,52585
49874,79936
34058,72315
31600,69179
39015,68032
25978,87859
28241,97287
13396,99705
4738,87666
38259,98739
20679,68577
46002,86700
34025,55865
2775,54425
42545,75064
20442,97437
5209,90980
26140,72424
28095,85335
12629,85948
30613,62390
15867,99505
2843,92387
3088,77078
5055,96223
44995,89106
29395,84063
49333,52562
40919,81153
42022,73936
6605,93204
47047,92195
27270,80821
39284,83387
22706,51028
22127,97184
650,69068
16657,89705
37431,87797
28654,63845
6068,60708
28162,55899
38268,93304
46071,57657
11332,82482
25098,60163
38027,93928
6246,85176
33126,92762
15879,95817
30913,63190
7102,97399
23733,66974
48731,57779
5762,86117
2149,85078
44563,51628
1705,54869
10153,96810
18330,82263
435,78995
39162,89617
38705,96393
48821,76578
25721,85936
27295,73745
39624,79343
12353,51885
28530,96622
16839,95722
40025,92831
19720,95588
44371,78755
37549,81305
28286,84734
45627,85289
17007,67011
14696,69165
23537,60819
19375,84674
26696,90890
1524,94293
41980,69498
16495,93104
37284,60086
23484,62464
26983,78766
39010,73508
14619,87342
35775,64321
9604,84690
518,51102
33410,96365
33987,84213
23106,98431
34517,79547
17610,57548
45999,59853
32219,50484
26017,83658
21045,71061
30989,55906
23749,65700
49363,95046
38024,64162
42808,67091
37632,58327
22206,89088
31009,80029
26885,61267
40371,75526
16624,55353
17041,61317
29676,88312
13869,75607
46343,84238
43111,72985
36217,93366
32857,53700
13858,78731
45427,59823
43366,94121
1920,83285
23834,99151
39758,62762
49803,69391
6086,73079
31754,68612
16864,55491
21445,73766
22927,98802
19422,74458
11490,60458
37938,60837
28768,94612
42540,85243
38796,61071
35751,68580
29010,85680
49168,94462
13309,56528
48106,50288
16438,87787
24027,85147
38841,88865
37512,60722
24853,64420
1560,65763
41407,53461
11035,99458
9340,62770
15420,66208
34948,53297
16791,94465
42626,65569
41024,80980
40471,91905
8400,92713
46909,73650
714,68064
31179,80333
30748,81567
3655,61185
8463,80820
18545,89651
42454,83060
45993,76453
4751,79272
28626,98715
38718,87095
2416,81662
27462,60117
24213,88427
17470,61092
47273,50131
5592,84107
28334,63030
35259,79924
46238,73934
18920,50277
21787,83741
38060,99940
15659,66463
40179,74346
36857,59502
7368,87232
42197,79815
49467,75905
5424,92665
37660,83694
16953,70365
21378,90997
13690,75863
21523,55706
10943,60229
27867,57219
49496,60173
9063,99855
31558,54714
23963,94158
16058,96570
19991,91221
41985,51042
43642,94361
713,64906
19175,90312
39949,53014
22536,71887
4406,69029
29655,91611
34892,85515
46055,93420
32482,93646
49524,69156
32421,92570
23467,68848
37013,66390
15099,81236
8672,80894
33455,51861
3647,83185
8012,62851
41148,92493
36876,95413
19049,69548
12786,95269
18462,85225
22683,93395
31287,71715
11132,83815
38897,87612
23089,60368
31776,64744
8962,87418
24447,76909
24009,96390
15714,84230
24082,59209
2133,81103
39065,55297
40223,62742
30688,99159
19798,74007
22652,71053
4129,69962
2929,72052
30735,63641
37055,76909
41544,63141
16026,85888
34629,92370
18260,74905
2328,85778
33705,77292
42448,90355
12402,71583
7622,99344
30691,66789
46302,90832
33985,67816
46905,90257
42153,88398
1206,66814
32696,83135
22784,58288
5731,65558
34788,50646
14719,56668
48634,60011
24892,67114
38068,84920
7629,56033
8121,85858
19824,67835
46422,99273
44789,78643
29079,85319
29520,58147
16182,83659
3046,50831
6872,52442
30960,99691
22042,90761
16380,55619
22287,68490
26471,61566
40952,59727
12661,67196
13859,94191
34028,52496
26011,75721
35700,85807
5777,72562
13306,67485
44695,92585
22552,73126
16960,93670
21018,84812
37696,78698
38182,60669
36475,75886
1506,72683
479,82690
34632,76350
48619,78699
10969,58745
6132,96924
29904,90155
12112,61294
40030,86197
48331,70664
3128,94335
34845,99352
12022,75913
31430,55154
48701,70793
17778,90016
18960,77028
45643,69483
3962,84963
36691,55780
5951,94383
549,86087
41979,54012
3391,82500
47466,50844
34037,86682
18739,55270
36587,66304
44599,55987
27779,60826
23253,94815
25215,88188
41837,77118
5076,91657
36030,62145
6560,53609
18014,97014
5177,55028
44760,75045
36724,64656
11538,50441
39031,74156
48469,85618
32039,58389
19681,50552
33657,65664
36023,90799
45122,66548
12351,80292
7758,75186
39210,66362
46874,65752
47123,92065
13717,61570
21834,79823
548,91214
73,99248
20016,94160
2652,65004
3446,87027
15772,66665
28170,86845
22366,65372
29236,98583
4796,58578
31775,62743
41541,77034
13337,79547
34004,89010
18362,63710
15098,55149
44407,68930
19855,53821
45132,52223
38421,85809
26086,54612
37423,77542
35629,87575
1527,77418
43899,93037
9483,90277
41666,81220
20988,66094
38711,51856
33222,75950
6856,60796
18904,93965
40549,91031
46892,86975
20827,77353
19021,99511
20713,78390
3287,66060
16388,87385
46752,98787
17399,89462
32926,51831
14910,79310
13140,63225
47620,52826
12723,53869
42435,74615
11748,69351
17285,94339
4575,61259
2496,84542
37678,79226
21917,85504
25538,79569
1084,57693
41827,79287
10607,87746
16081,84388
41066,81374
1829,92395
48799,95994
45160,65181
37000,51066
9730,74101
47073,77107
32198,88168
2244,86694
45562,79475
20811,94502
16023,67515
12753,96767
25459,80034
31081,72090
11775,56693
36219,89922
41088,60676
13566,97267
40001,63050
35444,79848
47487,58871
32776,81372
26638,84866
40384,83718
37820,94827
49778,94840
35341,89268
23740,64905
32240,60342
36417,51481
32720,91966
43973,71379
6798,50546
14833,51835
49991,54431
23576,53456
32810,91561
19449,87939
18434,84137
35290,51543
49693,53097
1904,75335
6681,66124
18822,77833
16943,86829
34872,93688
42243,75646
18486,90122
27624,82752
4670,80138
45182,95976
43962,64996
20545,69554
46610,56053
39387,77678
3467,80591
7578,88194
5912,67157
19315,72966
24814,94702
25580,81803
19859,60640
21510,74582
20057,94464
36633,65971
42346,97825
39390,77525
4824,85335
16594,83529
19496,57229
34343,93533
43765,51194
26702,77977
40141,61597
26467,75015
16808,55150
26319,60603
27971,78734
16463,92001
7464,87636
13669,82645
31917,74292
31023,92611
8409,69847
35715,98412
15042,90628
30996,88330
39051,89852
7247,68830
44232,97366
17549,57466
45033,68284
4047,77419
6446,90714
37520,70614
10742,58114
17295,59129
1375,61827
32656,71894
41638,74599
7118,57049
35857,91785
48512,76146
27640,82035
17973,77516
25948,63117
28314,64459
9626,57862
11459,59849
5471,80180
40752,97184
17923,72049
35717,90344
39917,61125
47343,67061
9718,62803
43379,97180
10163,69100
4,84713
33616,60691
34714,75193
44324,59911
30723,71949
26874,57076
44791,74295
21175,86772
42073,70898
15150,60411
37377,78675
11779,59565
36785,72310
27845,99342
36654,89102
45393,68369
6063,53882
31197,84016
10037,66995
15949,63512
43748,61475
6004,95735
23039,77720
31830,78655
28845,78364
34617,76001
24946,80905
9856,88881
28558,76284
45890,61900
45406,57000
4386,73295
34618,64121
45077,86810
29831,61311
49687,69604
23222,97117
20766,83711
23066,87532
25217,96242
40796,55847
14378,77093
16045,85316
24494,81447
25758,91733
48277,67788
35094,88365
28885,63782
2665,92124
45891,73183
12463,76218
20000,79377
36229,55418
34446,69461
7042,74738
19615,66893
40866,72616
3651,63220
5832,57951
19502,55430
13278,59548
48622,80751
12283,81630
18220,77937
25558,51113
44914,50173
25405,75856
32526,97521
235,60682
35218,89174
13597,55445
40266,55486
41409,51934
25486,80693
12972,80611
25712,82564
20026,81884
3284,53593
37666,91293
38776,79957
43103,51506
22048,79393
19273,62321
36832,85591
35182,92395
9409,76819
43385,62331
17697,54891
13620,80216
15850,74125
14091,89163
47954,94375
24268,68598
14000,55366
48257,84167
39177,92508
23985,78334
15718,96142
28290,56174
22765,65358
4365,56954
12058,73694
24113,73099
27103,94452
43811,57126
35899,94188
35032,65578
27188,92651
41583,59397
41608,80739
28695,97136
7484,87684
19394,63835
7192,53495
19053,77743
42167,53007
22018,95466
45392,95458
3234,78497
13727,80559
34476,66450
26618,69410
33542,87385
27686,94841
17334,67807
48411,87471
20820,63499
16776,64025
2446,85161
14454,59148
16019,65064
29623,60910
20631,55928
48679,69247
32382,99552
40879,97598
41587,84130
2556,95988
45083,55555
24706,66864
29944,53540
37073,80824
49389,70532
22128,90369
29782,89722
141,79228
26059,59187
4852,79169
25096,75905
28212,58845
2581,76895
3362,50321
36700,79576
5639,97855
7392,76827
17505,78676
6033,79776
48434,92012
6152,97256
44451,93349
40666,64536
16120,96141
8074,88873
31387,92230
48328,94452
35393,61255
1001,80336
3660,76432
28193,59817
12963,88753
36134,78980
40249,57943
19369,81344
16304,67282
19310,63664
37140,63600
43680,56869
23597,57522
47902,95459
32086,57929
14954,87452
33563,55806
46925,93326
10684,75272
40000,66247
14486,85729
15140,88029
4271,78893
24104,66006
11827,57076
49475,80989
25970,72949
48730,65258
3095,83985
22982,80979
34914,69448
6857,94285
19471,78891
5910,74735
16845,84496
23079,70731
9404,98645
16705,57398
36450,89264
3891,87920
39499,92787
47701,83492
5684,74956
2568,92613
29303,69842
15871,74747
17925,71517
33163,64165
46269,78792
36892,81715
48968,83583
33395,57970
26093,95284
42778,63714
38902,72108
2001,95713
8884,73301
28153,70294
14387,93869
27484,96577
8402,61053
29699,61668
26401,92425
32230,52585
25702,85877
14502,58999
25766,79489
48874,64680
24284,62847
26915,54996
26091,69653
8955,90075
47538,94108
38995,55100
10892,68095
15031,76564
1062,81580
42881,96626
5010,80956
17303,91384
30370,78744
13042,82096
33214,89254
27402,58742
41937,91026
22250,99899
19012,52927
28282,96449
32744,55257
31789,73012
39378,69538
42643,98727
18990,59839
7937,63536
36127,65733
39143,51253
36777,95455
12212,99204
14618,51911
28,63465
44453,54971
1291,59079
25137,56852
40839,72344
877,99586
30773,73986
37040,97315
29364,96345
28563,99946
20104,74327
13132,98614
4841,77574
19789,71617
3090,95052
9103,50255
26517,81638
24981,57385
5829,53769
7179,71130
12603,71512
24059,97566
2621,52438
36001,68369
48038,98096
45062,78769
17994,53616
30172,53175
49483,88769
43633,71659
31569,96611
39645,53799
48127,62101
19431,76959
45621,96893
43505,91804
45090,75014
31750,98731
12123,78525
28834,57332
37650,51703
13749,76458
19966,50850
29829,63414
27096,60746
30367,81137
30929,58459
33613,59371
27898,96973
39442,95050
14691,57484
41125,90310
36408,85154
10116,61690
7137,69664
35449,82343
35527,91774
34575,58908
25364,79916
48286,94587
48663,79270
47709,79593
129,93757
35132,96788
40242,51304
37054,69168
18505,89756
32741,59391
22887,88466
13072,68779
47832,74473
36177,76561
3102,66751
33827,93511
21922,55353
23022,90748
40082,83960
48886,88728
19274,87017
43072,96562
30073,80949
40980,65190
26299,59404
47275,83559
9397,56696
13065,69714
2344,72294
15963,68114
47769,87936
40297,59481
9113,81156
49911,82840
15044,61866
6349,71196
21747,96044
36038,71804
47895,98776
23234,69276
16211,90193
21074,88386
25305,63428
2521,61258
31908,97319
43057,96767
5937,90379
36951,77249
30739,91092
35730,73968
22346,84887
34873,57320
47217,99828
40942,76507
31235,80787
33224,83115
37392,68436
34042,96127
30721,50253
4007,70929
48850,91757
14368,73890
44449,94464
42042,53416
4845,56327
21297,99719
22597,75645
21872,87136
46646,52760
33953,65594
19075,56147
38489,85267
10840,71708
2788,90532
29519,64073
34708,96837
29443,98092
1299,55386
36058,88018
24958,94854
3565,60034
12437,91119
28041,98505
11034,95742
47671,67630
26117,71529
46167,83822
2949,56447
41798,77399
32841,72533
5849,76262
32805,65802
47857,50867
1655,77160
37326,71157
45711,69879
36112,92861
45568,71514
17213,77070
28169,98761
30184,83489
10351,75472
40580,53447
41410,87743
30775,77107
230,52780
4465,62654
31113,90693
14220,71534
35394,93936
20835,99369
2889,86949
29315,78075
17191,62760
40929,72488
30932,65132
21882,90644
19621,70082
5968,82079
20226,83406
32444,57374
30347,63081
19669,68444
22282,93293
24280,53749
19391,93587
1678,99197
29381,84242
36484,53339
3078,63235
33948,81898
19294,71797
9347,50035
27583,51355
46635,79920
41882,80818
727,61026
16297,86391
2456,63361
1334,88053
7390,94180
14463,62821
19051,70585
18129,89698
49193,60532
21072,82253
15980,55486
9495,51250
30000,75967
1865,70737
5753,96749
37432,83807
3682,98809
38317,82777
21295,85055
40416,72639
3063,56932
25858,96638
42665,99770
43368,96181
42831,53384
5958,92568
33851,84333
13593,93324
32748,90409
12149,99710
21409,97656
2830,71170
47885,90421
24644,91798
33541,94501
4809,68187
27423,82825
43979,89753
34959,91870
34518,91214
32891,74451
34886,93807
14639,99977
21835,58428
40804,83583
42744,63093
23452,77627
12409,74106
26616,51729
48560,84429
31312,92727
17504,68816
23151,91489
49161,66974
32137,94542
38874,91566
33995,93030
42326,57532
44234,76547
16659,98238
9322,78196
18329,90855
13691,70940
18290,95063
26381,68342
39548,96162
39267,88205
8330,52442
18891,57067
18411,88049
47663,52069
3841,53578
36576,77337
27796,58792
1732,98570
5675,72166
39563,95068
4404,98222
34722,57283
22996,58980
22120,86571
11324,70346
30718,54797
1470,94598
14858,82950
11322,52920
6701,73836
26999,80321
29510,86065
3432,61945
936,86708
652,97415
19898,92886
22160,63385
11684,88649
45820,55921
34601,90057
25275,54955
6866,67094
42418,80760
25515,72296
46830,68069
47766,83466
12325,51477
12125,98194
13245,73111
28993,84698
13139,57772
8082,56233
27822,79131
14758,72625
45438,63641
34684,76444
19603,65072
34260,73468
22699,91166
22606,70554
23319,63595
24032,58023
22420,67580
48553,82763
11902,60712
2448,84267
34895,64580
41211,69455
37911,51895
3883,75711
26141,84139
30911,54110
10025,74969
15323,86207
1715,96614
25374,73370
40138,95406
15023,77087
31646,79489
43928,63461
45918,96921
461,91034
22052,59375
26469,53539
47668,59884
16115,65387
23953,99749
30902,95313
6040,64881
32148,52804
33170,71842
40947,58545
28944,83319
29875,79893
38387,68596
9489,65338
36703,94051
13549,97145
2951,56515
19773,72760
16055,77759
1799,82881
28207,96058
23650,62870
21093,68329
12182,92678
45592,81323
4881,91904
20320,50823
13079,75694
22867,75184
123,93885
1342,90275
36650,85895
35187,55833
40305,78721
5673,66200
46153,80957
39692,94077
25729,78178
48686,87786
38269,74591
30185,61989
43865,91547
43648,87881
25031,80576
15499,51314
7584,63515
37892,61670
20160,67310
7016,72338
38855,58847
4362,79836
38190,61434
18283,90268
28513,55653
48936,82459
42507,54567
2623,89903
17011,75837
8539,53000
43130,74041
37687,71054
8126,80383
32590,81974
8356,65358
16399,58683
33527,67021
47842,75506
26707,98476
17315,56893
37085,56031
21073,52296
7722,85800
17859,99763
11140,90148
21521,82375
35139,80395
42229,96779
42082,57368
31092,94119
11890,57062
34323,92284
34981,66694
36170,66746
324,84166
21423,79681
11366,74927
43279,77500
11662,89810
41763,82913
37612,65202
17604,99538
31003,81492
29646,82368
15146,85519
7186,51015
8899,87792
19799,67777
27055,88595
15025,73999
7271,81507
27437,94992
14100,51361
34367,73993
21000,82000
27514,71235
36891,67782
37281,78825
29854,68528
42593,56700
8363,67116
12900,82476
10386,56816
21605,79766
31605,93335
33894,65065
40599,86864
10770,53417
47455,52906
35148,55024
27115,87341
8860,66530
19454,55569
47448,55704
46648,99357
17553,99439
9770,73390
24720,95803
34394,92714
29269,73709
23082,66179
11617,57196
42468,83519
48200,58228
32825,96988
5000,72745
34554,55949
42946,85185
42152,83142
19493,99470
6181,98476
13359,70668
39264,74658
15267,96459
12284,97034
22916,93406
14460,98627
18806,54838
15178,62062
35074,99726
30853,84038
5981,50232
5960,87328
17447,52836
18207,85013
45241,78130
47656,65177
47303,70672
1764,58242
49811,91498
38444,80510
9491,57190
21634,55286
30231,79049
25527,96646
19513,61056
37489,90422
27196,98847
14738,66947
17474,51909
9421,76092
19540,85741
18177,90156
39635,51845
24399,95791
12861,75962
28999,78062
13916,82825
33843,77349
15149,51562
31194,60260
6693,93157
23295,92573
25246,78513
37675,62139
19783,86548
40623,95205
37882,85177
34724,75136
8257,89747
8856,71546
12830,88046
810,86362
41709,50304
20158,68821
37182,62873
49967,62890
4859,91160
12304,53800
15787,81944
23812,63178
9238,80778
40303,70042
34596,96057
19611,59884
40776,51716
6370,71004
1318,89302
3303,70933
2905,62948
12118,63711
32304,59224
47184,57471
1784,56415
20965,86575
47821,85524
7352,83087
31821,89005
2960,63133
24606,97015
7509,70577
34301,64666
46494,95335
8217,50281
33256,74222
2603,81612
41676,54978
49539,99091
33873,71712
45766,79642
38930,86476
25783,88086
40348,84722
40823,67876
20640,88503
5772,94436
25453,79371
7565,70976
36006,61791
3876,98524
19358,66646
799,70699
43793,79627
46733,58238
29258,70673
17529,97629
19319,50105
28093,73859
24813,96911
38929,81870
18093,93589
45574,72470
30973,55873
9452,68903
38723,74230
32373,72496
29788,96064
47963,52795
10620,66485
23400,50772
26408,90589
28203,91246
13752,55009
7652,53162
47809,61026
17788,69232
24661,50998
14739,86596
14355,60524
5854,96756
17854,84360
3231,50276
1630,82087
45790,59090
35886,82961
49304,99857
34906,78631
18718,66131
32002,63871
27650,73258
28369,52206
46566,83480
809,59897
40021,58199
23766,93570
42991,80097
27166,69730
37797,55854
40009,65100
19618,66050
40084,76368
45843,69528
8154,88519
37,70739
40791,98030
26235,58259
30692,50322
48608,63105
14596,69074
32991,67164
6593,76630
32206,85837
20739,89447
23492,78163
44369,68312
13733,96221
46454,74540
18132,90515
12433,98319
36712,58258
13199,74376
15057,99443
21196,94330
39715,54956
8826,85513
20077,57369
39672,58576
3839,52467
8341,59585
26413,95102
7382,98879
1894,82909
11845,81589
2049,52610
24699,87055
34955,60155
10309,88635
13188,85409
16325,76446
27297,89564
38798,85058
24199,74815
42371,93210
5275,87443
4862,97097
7963,72927
26626,82206
49575,70653
20460,64692
19938,69899
11644,52104
6647,55694
44960,87808
10481,89761
5646,75544
623,52700
11983,50038
35659,81729
7708,78265
33433,78582
3585,82547
12856,61041
25937,82279
28050,91155
5515,51118
23884,72962
15528,71323
33695,62544
33871,78618
34462,89609
43354,92782
7637,82818
4604,57865
28643,55209
40280,68595
31835,97092
39650,88797
23583,76563
35397,68941
39912,89611
5748,97721
2292,61587
37388,69702
15720,99747
26933,65437
49303,66838
10859,55596
28351,89779
8819,83770
43486,67419
27904,61969
2285,90799
29222,75291
416,73716
30117,85545
24224,93372
8650,86699
36415,72897
33773,82659
28506,81615
33944,87096
4367,52524
47091,65328
32607,79869
9752,50782
24888,62016
4490,63503
39696,73534
17559,94666
32033,70047
3515,86342
42658,72931
7395,68703
6043,75100
26296,67886
47382,65548
2903,69847
7554,53983
40678,84788
32547,63717
43306,84979
48986,60398
48710,67804
4783,78324
35653,65226
6551,62422
38262,86001
17450,83489
19306,51447
23612,75353
31193,69562
25170,71396
22493,86828
37995,62063
41022,98471
13130,62558
33567,73775
24226,91548
3596,90706
31091,84182
18424,82238
45871,68846
28946,63736
7342,80707
16754,52985
30175,69753
2466,70001
40132,57839
4642,84357
21419,90916
9241,58094
22830,57115
31532,83336
21591,64035
29288,71479
11037,88445
41590,79566
17667,71326
13833,82903
15964,96309
28087,78178
20667,62364
49973,78558
32564,71373
45758,84889
29752,63178
495,74777
6614,53165
30687,87501
24178,83265
9023,59675
42876,88747
2698,99577
14524,56687
2919,52634
20793,95822
2257,89613
23363,88912
12411,89326
45418,81737
38660,65013
968,82559
7293,83983
6353,62684
46156,72333
26752,59333
33760,69711
11536,95122
43883,62850
8337,93183
30560,64949
32640,78465
21761,72022
39731,98503
32846,75438
49710,93789
21329,82782
2760,69127
38135,50824
11246,87776
26667,99403
38049,65145
25449,79381
31467,55403
34372,66339
29252,92754
37792,84064
3214,91712
10084,71914
38555,78548
36032,53017
3204,64095
18765,78811
45,52614
48725,56494
25250,61314
15292,80074
22570,69246
41160,67116
24929,75308
2880,52632
33306,55954
492,74751
25186,62489
38079,92466
26395,59660
10191,57114
12338,86733
26323,56818
45248,95492
8236,96462
38716,93443
43759,82581
13322,83813
46363,90266
37018,59030
38283,65645
16585,95411
240,92034
36178,79012
8563,60870
39674,66682
13388,82143
9899,62568
2503,51925
30807,56802
4028,65663
18162,89112
44762,89016
22279,70088
6814,51105
39300,89903
45943,91833
1761,92221
40835,72039
14686,95439
32543,80304
9225,86770
47377,73516
6994,74326
6441,87545
44028,70584
42889,58838
19107,75635
42792,59509
28186,67974
12708,80065
30741,92109
40431,68374
26668,84022
16215,80558
9877,79859
23692,65197
19901,89569
31640,56222
27456,66591
45803,66624
19942,58342
49269,55255
9640,56226
37791,77022
6531,93198
15851,90587
48788,68741
43709,58418
2272,97906
22395,57529
2494,57391
13739,88433
10363,53094
28874,53745
29477,92102
36538,92228
17348,55680
19267,99889
3108,95323
14995,98294
32985,89114
15977,77625
44504,73302
17666,78835
46739,77509
15466,61708
44528,83812
38817,70276
31487,55047
34222,84116
17468,58071
32904,65538
37110,64284
45528,93379
24590,80281
39987,72693
17718,88296
5985,77227
45401,94440
48389,62069
15126,81962
31274,52809
3412,52579
7880,90844
16038,72047
45900,80624
31608,68876
47699,50615
8227,64643
24858,67293
9721,71215
49446,85438
34702,51987
30007,72654
32231,92006
1763,77159
12175,55844
14045,77690
10606,96067
6421,51854
34286,97445
37259,95463
42556,99371
24925,80667
47752,97176
34939,75449
45476,73045
41733,58564
33832,54508
2907,55089
29266,85627
31626,61149
21134,89781
20984,58919
23628,76913
48000,57551
7121,86070
47984,94594
21102,93637
43115,67608
14529,90520
26976,92444
27183,51567
31431,61483
25997,78141
22231,95849
37867,60181
10237,75479
35242,78383
33656,53803
15749,73853
28752,77411
30570,70215
11962,52997
30958,88752
6286,54326
12206,88897
7838,61064
47918,78337
12367,57517
9790,85694
10841,85993
48312,82955
35688,65121
21008,97666
36924,79954
20728,61681
44711,69848
19317,54726
3322,93201
9664,82116
3301,80152
49385,50401
10698,52686
38119,87017
41613,64308
38139,90219
33951,95934
24700,85022
42488,51364
14528,84645
47733,63273
1949,68037
20537,84710
31649,94841
1212,66386
44903,77305
19709,68317
34175,79345
19869,83546
20782,82660
35190,99298
9161,79630
4986,81378
43980,87246
47041,74900
31228,50818
38665,61432
11278,67672
46919,52634
2275,60615
3186,56227
9860,92674
18592,70521
22503,92314
37585,87228
21323,61065
37010,86509
22114,84708
29838,85763
20212,71496
23285,91354
6515,72253
45840,78690
44219,64945
30373,60462
26993,62513
15019,53341
32973,52895
44846,93855
29834,74588
49719,80461
44059,65011
880,93574
31317,61668
26244,71398
47608,54765
46500,62173
2649,97965
31505,78722
49873,89379
31793,84986
32597,91681
17197,93764
15662,66649
38010,91180
49127,72119
25661,96533
2431,68979
13775,70669
9935,64858
18788,76941
29432,59264
35657,84447
30812,57073
6191,82038
10357,78142
15148,66183
17893,84458
23685,76700
41250,71703
46132,79037
3865,51586
39885,94415
28240,69636
36284,60658
17124,70877
9396,54247
9998,76859
1374,65767
29658,90822
1765,80260
9303,88708
35403,67732
4483,74937
5009,65773
79,60829
48222,83502
42205,80213
48814,86903
48832,55058
28061,69746
4046,81282
17408,57507
21725,64022
47058,91928
1196,62733
46545,91725
48095,87900
7959,85743
3161,95477
29009,77509
30121,90228
1758,69314
42761,83679
35177,52713
27175,56974
15592,94201
20661,99187
11394,56234
21070,83771
49647,58104
34843,67831
6534,52418
38281,72242
10185,86055
15378,62305
38028,53490
41143,55733
18524,90851
43160,53179
9717,68443
32419,83252
24894,96116
37994,95686
14896,80897
36856,78852
33095,87422
39406,97127
20276,99089
36767,93323
27009,86566
28594,97324
10387,71734
30371,63712
24643,89281
11909,55273
22645,93461
16537,85641
33735,75388
24244,89110
18419,79872
6389,58320
469,88586
3252,88797
25009,95719
22138,67478
11029,63066
26184,56724
44149,81651
2367,83496
10880,59608
40716,64026
45670,51351
31692,96934
6973,92872
24102,59992
39712,56497
41582,99960
39882,76120
13556,86483
42931,67072
38339,57252
36593,59002
36325,68517
43117,74375
1320,62965
36398,76344
47021,84644
3771,92509
14287,99186
49071,71669
28995,90774
40402,97782
44396,88904
6002,96684
28712,69327
14351,73260
5066,64182
43873,76464
31363,96815
41924,85108
3047,83123
27369,50713
25969,74171
20244,64719
15532,91843
320,61211
22392,99826
9826,91137
10744,98852
27032,81874
5115,77415
47760,89917
20307,89608
44516,62785
10437,60149
43863,64413
24390,61566
2107,76540
34922,73111
24124,65862
40421,55704
418,65173
48772,77325
29325,68239
42342,88787
42700,51850
20883,68814
35162,51901
43957,91462
37220,96881
19386,96286
232,55288
16567,66321
21706,80382
28409,59362
6523,77089
31513,93555
47412,67708
32786,87693
47981,66931
32854,73583
15022,84652
48600,65083
8354,57444
17324,66961
1012,61328
30574,83460
6666,87557
38564,86426
37530,78505
43449,53733
11123,65830
20287,51549
8930,93822
18376,98263
17089,67599
16061,85401
42989,52022
29603,65454
34161,68087
13043,79292
2467,52265
25574,72475
41319,56877
49604,70335
14587,95936
49176,58643
2222,96371
3093,84391
45128,58411
39743,84497
41087,90355
46866,82190
24154,61880
36639,76088
29336,80350
4205,52139
4064,55662
33082,86958
43193,69593
10591,77021
691,85510
45608,65843
29469,83578
12322,51045
3778,58873
30210,51068
37057,63039
16627,67411
44204,78658
11885,58853
29280,60196
49341,50743
192,65931
45082,94752
13509,74283
30974,87945
11563,57451
9072,96755
19407,83390
12999,53873
21260,88437
44415,94886
15788,72918
26636,71751
34552,86583
25358,84261
32432,89928
18992,89635
30380,59584
38183,66405
29435,68216
23653,50357
5522,69204
5348,53940
21992,98452
17501,88882
40168,79246
11894,60941
17991,75419
9602,53262
18966,67067
21275,87926
34530,90737
11694,62565
25692,96954
5720,54207
19735,65453
3434,68128
25640,62297
9444,82370
1934,67854
49595,56672
26734,78957
37719,73616
32625,96422
5199,69463
6273,61830
40409,56433
49364,80300
30680,82882
18698,71793
20432,85543
23933,89671
39770,70862
28073,91588
46011,92400
2242,61947
10991,92705
43641,57682
38264,64827
38055,71328
10090,55506
44196,86811
27797,91891
12430,74931
26481,54461
4286,95651
33625,58753
37331,51854
12788,90811
12075,53204
27370,99931
15702,53334
26438,64445
21212,73947
33482,83153
11842,65322
15884,88838
16389,74929
32152,74465
38984,59285
36902,83226
44876,96808
10364,76413
47575,99577
5526,62532
18497,56391
27707,65935
40086,61541
38740,77574
13438,58963
49802,60870
4464,67853
12936,85920
41569,55511
38200,66708
1582,76811
16890,60829
